Year,Team,Player,+/-,Games played,Points played,Minutes played,O-line points played,+/- O-line,D-line points played,+/- D-line,Touches,Goals,Callahans,Assists,Throws,Throw aways,Stalled's,Passer Penalties (turnovers),Callahaned's (other team scored),Throw %,Catches,Drops,Catch %,Ds,Pulls,Avg Pull Hang Time,OB Pulls
2017,San Francisco FlameThrowers,Evang,4,1,19.5,15.6,1.5,1,18,-3,8,0,0,2,8,0,0,0,0,100,6,0,100,2,0,0,0
2017,San Francisco FlameThrowers,Givol,12,9,162.5,198.2,13.5,-3,149,-56,88,5,0,6,80,7,0,0,0,91,63,1,98,9,1,3.2,0
2017,San Francisco FlameThrowers,Hagen,3,5,95,108.7,4.5,3,90.5,-26,27,1,0,0,26,4,0,0,0,85,22,0,100,6,2,4.7,0
2017,San Francisco FlameThrowers,Johnson,5,1,32,42.4,25.5,6,6.5,0,27,5,0,2,22,1,0,0,0,95,26,2,93,1,1,1.3,0
2017,San Francisco FlameThrowers,Joye,-1,1,31,35,28,13,3,2,51,0,0,3,51,4,0,0,0,92,42,0,100,0,0,0,0
2017,San Francisco FlameThrowers,Kanner,6,5,127,146.7,40,24,87,-23,76,6,0,9,71,10,0,0,0,86,62,1,98,2,45,6.1,1
2017,San Francisco FlameThrowers,Kerns,24,5,129.5,164,100,51,29.5,1,154,13,0,20,136,15,0,0,0,89,98,0,100,6,8,6.9,0
2017,San Francisco FlameThrowers,Kirkland,10,9,158.5,170,10,-2,148.5,-57,65,3,0,7,62,2,0,0,0,97,38,1,97,3,120,7.6,7
2017,San Francisco FlameThrowers,Lim,20,8,176,215.3,150,86,26,-2,142,19,0,11,124,13,1,0,0,89,123,0,100,4,0,0,0
2017,San Francisco FlameThrowers,Lindsley,11,2,53.5,56.9,48,41,5.5,3,52,6,0,6,45,1,0,0,0,98,44,0,100,0,0,0,0
2017,San Francisco FlameThrowers,Liu,4,6,91,114,7.5,-2,83.5,-34,29,4,0,0,22,3,0,0,0,86,27,0,100,3,0,0,0
2017,San Francisco FlameThrowers,Marcelo,54,11,314,382.2,258.5,141,55.5,9,211,33,0,27,173,12,0,0,0,93,196,2,99,8,0,0,0
2017,San Francisco FlameThrowers,Marcy,22,4,113.5,129,101.5,51,12,2,129,15,0,6,112,4,0,0,0,96,93,1,99,6,1,8.7,0
2017,San Francisco FlameThrowers,Miller S,1,2,16,13.9,0,0,16,-4,4,1,0,0,3,0,0,0,0,100,4,0,100,0,0,0,0
2017,San Francisco FlameThrowers,Petersen,17,9,169,187.4,18,2,151,-54,53,8,0,7,45,3,0,0,0,93,42,0,100,5,0,0,0
2017,San Francisco FlameThrowers,Reinhart,3,6,81.5,89.2,6.5,0,75,-31,9,2,0,1,7,0,0,0,0,100,9,0,100,0,0,0,0
2017,San Francisco FlameThrowers,Rico,0,1,11,9.4,1,-1,10,-6,2,1,0,0,1,0,0,0,0,100,2,1,67,0,1,3,0
2017,San Francisco FlameThrowers,Schlacht,30,5,137,158.4,123.5,78,13.5,-2,216,23,0,14,193,5,0,0,0,97,168,3,98,1,0,0,0
2017,San Francisco FlameThrowers,Spear,6,6,107.5,124.8,57,28,50.5,-17,53,3,0,10,48,8,0,0,0,83,49,1,98,2,1,6,0
2017,San Francisco FlameThrowers,Sung Mat,0,2,15,12.2,1,-1,14,-4,1,0,0,0,1,0,0,0,0,100,1,0,100,0,0,0,0
2017,San Francisco FlameThrowers,Swink,-1,5,79.5,89.1,25.5,6,54,-32,39,1,0,0,38,0,0,0,0,100,21,2,91,0,1,6.2,0
2017,San Francisco FlameThrowers,Taylor,5,3,80,88.9,73,43,7,-2,82,6,0,10,75,12,0,0,0,84,75,0,100,1,0,0,0
2017,San Francisco FlameThrowers,Thompson,18,7,155.5,176.7,14.5,4,141,-52,42,11,0,4,31,6,1,0,0,77,39,0,100,10,3,4.2,0
2017,San Francisco FlameThrowers,Vitiello,9,8,125,138.8,27,10,98,-37,56,4,0,6,52,4,0,0,0,92,44,2,96,5,1,7.2,0
2017,San Francisco FlameThrowers,Walsh,3,5,83.5,120.6,9,4,74.5,-26,19,4,0,1,15,2,0,0,0,87,18,1,95,1,5,5.9,1
2017,San Francisco FlameThrowers,White,-1,3,62,76,28,12,34,-9,51,2,0,2,49,5,0,0,0,90,36,0,100,0,5,6,1
2017,San Francisco FlameThrowers,Williams,6,6,101,122.1,6.5,-3,94.5,-48,20,2,0,2,18,1,0,0,0,94,20,1,95,4,0,0,0
2017,San Francisco FlameThrowers,AVERAGE,13.8,5.6,119,,56.2,27.6,62.8,-21,80.9,8.4,0,8.4,72.2,6.1,0.1,0,0,92.2,65,1,97.1,4.3,8.5,,0.3
2017,San Francisco FlameThrowers,TOTAL,,,,,,,,,2911,301,0,301,2599,220,3,0,0,,2339,37,,156,307,,10
2017,San Jose Spiders,Alec S,12,5,95.5,121.1,46.5,29,49,-14,51,6,0,6,46,3,0,0,0,93,43,0,100,3,2,8.1,0
2017,San Jose Spiders,Andrew B,22,7,123,161.3,108,58,15,5,108,15,0,15,93,9,0,0,0,90,106,1,99,2,0,0,0
2017,San Jose Spiders,Andrew M,14,7,116.5,125.8,12.5,-8,104,-47,39,8,0,6,31,4,0,0,0,87,38,2,95,6,0,0,0
2017,San Jose Spiders,Andy S,3,3,38.5,42.6,7,1,31.5,-23,35,2,0,2,31,1,0,0,0,97,30,0,100,0,0,0,0
2017,San Jose Spiders,Anonymous,-2,0,0,0,0,0,0,0,27,0,0,0,29,2,0,0,0,93,24,0,100,0,39,0,2
2017,San Jose Spiders,Brando F,42,11,237.5,291.1,56.5,18,181,-90,118,16,0,7,100,2,0,0,0,98,109,2,98,23,57,6.9,4
2017,San Jose Spiders,Chris C,-3,4,62.5,71.9,2,-2,60.5,-43,15,0,0,1,15,3,0,0,0,80,15,1,94,0,0,0,0
2017,San Jose Spiders,Chuck C,21,9,221,283,203,116,18,4,484,5,0,31,480,16,0,0,0,97,367,3,99,4,0,0,0
2017,San Jose Spiders,David A,0,6,112,114.4,6,2,106,-59,56,2,0,2,52,4,0,0,0,92,48,0,100,0,0,0,0
2017,San Jose Spiders,Drew K,9,8,130.5,165.5,116.5,60,14,1,125,6,0,8,118,6,0,0,0,95,122,0,100,1,0,0,0
2017,San Jose Spiders,Ethan F,19,9,181,198.3,14,1,167,-93,119,2,0,10,113,8,0,0,0,93,100,0,100,15,0,0,0
2017,San Jose Spiders,Evan Bo,19,6,123.5,162.4,115.5,59,8,3,139,10,0,14,128,3,0,0,0,98,138,2,99,0,0,0,0
2017,San Jose Spiders,Evan Br,38,11,226,311.3,185,92,41,3,208,33,0,14,174,12,0,0,0,93,204,2,99,5,0,0,0
2017,San Jose Spiders,Ian M,5,9,137.5,150.8,13,5,124.5,-72,74,3,0,5,69,8,0,0,0,88,48,0,100,5,0,0,0
2017,San Jose Spiders,Ian S,-1,4,59,78.2,5,-1,54,-39,27,0,0,1,27,4,0,0,0,85,22,2,92,4,5,6.7,0
2017,San Jose Spiders,Jackso S,47,10,244.5,320.5,215.5,113,29,1,240,44,0,19,195,22,0,0,0,89,239,2,99,8,0,0,0
2017,San Jose Spiders,Jacob S,2,1,15,17.5,1,1,14,-4,7,1,0,1,6,1,0,0,0,83,7,0,100,1,0,0,0
2017,San Jose Spiders,Jake T,1,1,10,13.7,1,1,9,-5,4,1,0,0,3,1,0,0,0,67,4,0,100,1,0,0,0
2017,San Jose Spiders,James Y,2,9,133.5,139.7,33.5,21,100,-40,121,0,0,6,121,6,0,0,0,95,88,0,100,2,39,6.5,0
2017,San Jose Spiders,Jeremy K,5,6,80,79.7,3,-1,77,-43,33,3,0,2,30,2,0,0,0,93,31,0,100,2,23,7.2,4
2017,San Jose Spiders,Jon G,-1,2,31,40.1,1,-1,30,-14,29,0,0,1,29,2,0,0,0,93,20,0,100,0,0,0,0
2017,San Jose Spiders,Justin N,45,8,204.5,286.9,187,103,17.5,6,510,14,0,49,504,23,1,0,0,95,452,1,100,7,0,0,0
2017,San Jose Spiders,Kelly V,16,7,136,176.6,31.5,15,104.5,-37,91,10,0,8,78,6,0,0,0,92,88,2,98,6,4,5.6,1
2017,San Jose Spiders,Matt J,11,7,142,167.9,27,8,115,-48,101,8,0,6,90,5,0,0,0,94,81,1,99,3,74,7.4,4
2017,San Jose Spiders,Matthe C,35,11,233,280.2,78,38,155,-59,225,21,0,14,204,13,0,0,0,94,211,0,100,13,25,6.2,0
2017,San Jose Spiders,Mike D,6,7,93.5,98,8,1,85.5,-44,25,7,0,1,18,3,0,0,0,83,25,2,93,3,0,0,0
2017,San Jose Spiders,Nichol A,1,5,85,95.2,13,-1,72,-47,53,1,0,3,53,6,0,0,0,89,33,0,100,3,0,0,0
2017,San Jose Spiders,Nick M,1,2,25,28.4,16,5,9,-8,10,0,0,1,10,0,0,0,0,100,10,0,100,0,0,0,0
2017,San Jose Spiders,Sam A,7,6,83,88.3,18,10,65,-45,28,5,0,3,21,0,0,0,0,100,27,2,93,1,0,0,0
2017,San Jose Spiders,Sergio P,2,3,49,50.1,4,2,45,-29,29,0,0,1,29,2,0,0,0,93,23,0,100,3,16,6.9,3
2017,San Jose Spiders,Shane E,43,8,180,251.1,161,82,19,7,112,35,0,9,76,3,0,0,0,96,110,0,100,2,0,0,0
2017,San Jose Spiders,Sonny Z,10,9,206.5,298.4,152,74,54.5,-17,335,7,0,15,326,13,2,0,0,95,283,1,100,4,0,0,0
2017,San Jose Spiders,Steven C,22,8,213,287.4,196,99,17,4,351,14,0,19,337,11,0,1,1,96,247,2,99,3,0,0,0
2017,San Jose Spiders,Tommy A,12,9,127,137.4,5,-1,122,-45,47,5,0,4,42,3,0,0,0,93,44,2,96,8,0,0,0
2017,San Jose Spiders,AVERAGE,13.7,6.4,122.2,,60.1,29.4,62.2,-27.4,116.9,8.4,0,8.4,108.2,6.1,0.1,0,0,91.7,101.1,0.9,98.6,4.1,8.4,,0.5
2017,San Jose Spiders,TOTAL,,,,,,,,,3976,284,0,284,3678,207,3,1,1,,3437,30,,138,284,,18
2017,Seattle Cascades,Adam S,10,8,148.5,176,132,66,16.5,-1,269,7,0,18,261,16,0,0,0,94,194,0,100,1,0,0,0
2017,Seattle Cascades,Aldous R,14,8,137.5,234.4,63,16,74.5,-23,66,14,0,4,52,2,0,0,0,96,66,2,97,0,0,0,0
2017,Seattle Cascades,Alex D,1,10,187,221.7,72,30,115,-46,131,6,0,4,125,10,0,0,0,92,110,1,99,2,0,0,0
2017,Seattle Cascades,Andrew L,12,8,100,152.4,8.5,1,91.5,-31,30,2,0,4,28,0,0,0,0,100,23,0,100,6,23,6,0
2017,Seattle Cascades,Anonymous,2,0,0,0,0,0,0,0,26,5,0,2,33,3,0,0,0,91,20,3,87,1,37,3.5,0
2017,Seattle Cascades,Ben B,9,9,128.5,181.5,8.5,3,120,-47,42,6,0,2,35,2,0,0,0,94,41,1,98,4,0,0,0
2017,Seattle Cascades,Ben S,2,2,24.5,28,10.5,7,14,2,28,1,0,3,27,2,0,0,0,93,26,1,96,1,3,7.3,0
2017,Seattle Cascades,Brad H,51,10,253,341.7,213,109,40,-1,198,38,0,21,160,8,0,0,0,95,193,3,98,3,0,0,0
2017,Seattle Cascades,Bryson S,15,8,174,250.2,146,74,28,-3,118,19,0,7,99,11,0,0,0,89,114,4,97,4,1,2.6,0
2017,Seattle Cascades,Cam B,2,1,19,24.9,0,0,19,3,12,2,0,0,9,1,0,0,0,89,10,0,100,1,1,4.3,0
2017,Seattle Cascades,Cam S,7,8,189.5,271.5,88,45,101.5,-43,135,13,0,5,120,13,0,0,0,89,130,3,98,5,30,5.7,0
2017,Seattle Cascades,Daniel M,4,5,52.5,59.5,3,1,49.5,-29,12,3,0,0,8,0,0,0,0,100,12,0,100,1,0,0,0
2017,Seattle Cascades,Donnie C,16,4,79.5,93.3,60.5,38,19,2,54,13,0,7,40,3,1,0,0,90,53,1,98,1,0,0,0
2017,Seattle Cascades,Evan K,15,5,113,123.4,21,3,92,-38,59,5,1,12,53,4,0,0,0,92,53,1,98,3,2,5.9,0
2017,Seattle Cascades,Henry P,0,7,171.5,252.4,69.5,22,102,-29,215,3,0,11,213,16,1,0,0,92,168,2,99,5,1,5.5,0
2017,Seattle Cascades,Jesse B,0,3,46.5,49.5,24,6,22.5,2,35,0,0,2,35,4,0,0,0,89,25,0,100,2,6,4.5,0
2017,Seattle Cascades,John D,18,9,151.5,211.8,10,3,141.5,-41,51,9,0,3,40,6,0,0,0,85,45,0,100,12,52,7.3,2
2017,Seattle Cascades,John R,25,10,211.5,257.6,152,82,59.5,-7,298,16,0,15,281,12,0,0,0,96,220,0,100,6,0,0,0
2017,Seattle Cascades,Johnny,1,1,24,25.4,4,4,20,-7,4,0,0,1,4,1,0,0,0,75,4,0,100,1,0,0,0
2017,Seattle Cascades,Khalif E,42,8,238.5,313.6,105.5,46,133,-31,181,24,0,21,156,7,0,0,0,96,157,2,99,6,66,6,2
2017,Seattle Cascades,Mario O,6,3,68.5,83.3,64,42,4.5,0,133,1,0,7,134,3,0,0,0,98,107,0,100,1,0,0,0
2017,Seattle Cascades,Mark B,68,9,229,300.3,203.5,104,25.5,2,279,22,0,63,260,18,0,0,0,93,249,2,99,3,0,0,0
2017,Seattle Cascades,Matt R,8,2,41.5,57.2,8,0,33.5,-4,47,3,0,3,43,2,0,0,0,95,39,0,100,4,0,0,0
2017,Seattle Cascades,Mikey,2,1,21,21.4,0,0,21,-7,7,1,0,1,6,0,0,0,0,100,4,1,80,1,0,0,0
2017,Seattle Cascades,Mitch K,-1,5,76.5,103.9,35,14,41.5,-17,61,2,0,1,58,5,0,0,0,91,51,1,98,2,0,0,0
2017,Seattle Cascades,Reed H,11,6,79.5,145.1,26,13,53.5,-13,34,9,0,0,24,4,0,0,0,83,28,1,97,7,0,0,0
2017,Seattle Cascades,Robbie F,3,3,53,123.5,8,0,45,-3,33,2,0,5,31,4,0,0,0,87,25,0,100,0,0,0,0
2017,Seattle Cascades,Sam H,6,3,43.5,50,13,8,30.5,-19,28,3,0,1,23,0,0,0,0,100,21,0,100,2,0,0,0
2017,Seattle Cascades,Sam P,4,8,123,130,11.5,1,111.5,-52,87,3,0,9,81,10,0,0,0,88,70,1,99,3,1,4.1,0
2017,Seattle Cascades,Tian,0,1,15,15.5,0,0,15,-9,2,0,0,0,2,0,0,0,0,100,0,0,0,0,0,0,0
2017,Seattle Cascades,Tian Y,5,1,17.5,28.8,0,0,17.5,6,19,5,0,1,14,1,0,0,0,93,17,0,100,0,0,0,0
2017,Seattle Cascades,Tommy L,13,8,186,249.9,89,25,97,-36,163,12,0,10,152,14,1,0,0,90,123,1,99,7,2,6.2,0
2017,Seattle Cascades,Will C,3,2,38.5,42.4,36,28,2.5,1,60,2,0,0,59,3,0,0,0,95,47,1,98,5,0,0,0
2017,Seattle Cascades,Will H,5,3,50.5,64.8,1,1,49.5,-6,21,1,0,4,19,1,0,0,0,95,18,0,100,1,38,7,2
2017,Seattle Cascades,Xtehn T,5,5,67,67.8,11.5,9,55.5,-28,38,2,0,5,34,3,0,0,0,91,30,0,100,1,0,0,0
2017,Seattle Cascades,Zach J,4,4,39.5,40.2,10,1,29.5,-18,8,2,0,2,5,1,0,0,0,80,8,0,100,1,0,0,0
2017,Seattle Cascades,Zach S,2,2,35,42.5,3,3,32,-7,20,1,0,1,19,2,0,0,0,89,15,0,100,2,0,0,0
2017,Seattle Cascades,Zhi C,1,1,14,13.7,0,0,14,4,10,0,0,1,10,0,0,0,0,100,10,0,100,0,0,0,0
2017,Seattle Cascades,AVERAGE,10.3,5,96,,45,21.2,51,-15.1,79.3,6.8,0,6.7,72.4,5.1,0.1,0,0,92.2,66.5,0.8,95.6,2.8,6.9,,0.2
2017,Seattle Cascades,TOTAL,,,,,,,,,3014,257,1,256,2753,192,3,0,0,,2526,32,,105,263,,6
2017,Toronto Rush,Anonymous,1,0,0,0,0,0,0,0,1,1,0,1,10,1,0,0,0,90,1,1,50,1,3,1.8,0
2017,Toronto Rush,Armitage,20,6,121,120.2,83,37,38,-22,72,14,0,7,58,3,0,0,0,95,71,1,99,3,2,5.5,0
2017,Toronto Rush,Armstron,16,10,214,262.3,188,85,26,9,306,15,0,8,290,11,1,0,0,96,174,1,99,6,0,0,0
2017,Toronto Rush,Boychuk,18,6,123,130.4,42,20,81,-16,64,12,0,10,52,2,0,0,0,96,64,2,97,0,0,0,0
2017,Toronto Rush,Burelle,16,7,122,133.5,76.5,41,45.5,-7,74,9,0,15,63,8,0,0,0,87,71,1,99,1,0,0,0
2017,Toronto Rush,Carroll,42,8,185,233.7,150,74,35,6,193,32,0,19,161,11,2,0,0,92,187,5,97,9,0,0,1
2017,Toronto Rush,Chua,2,1,13,13.6,0,0,13,-4,3,2,0,0,1,0,0,0,0,100,3,0,100,0,0,0,0
2017,Toronto Rush,Edwards,4,3,40,96.3,7,-4,33,-16,16,2,0,2,14,1,0,0,0,93,15,1,94,2,0,0,0
2017,Toronto Rush,Ellis,-5,5,69.5,82.5,17.5,4,52,-20,53,3,0,0,49,4,0,0,0,92,41,4,91,0,0,0,0
2017,Toronto Rush,Harris,44,11,263,336.6,214,93,49,11,299,32,0,34,267,27,0,0,0,90,262,4,98,9,12,6.7,0
2017,Toronto Rush,Harrison,3,6,75.5,64.2,8,2,67.5,-21,51,2,0,0,47,4,0,0,0,91,29,0,100,5,39,6,2
2017,Toronto Rush,Hau,11,10,174.5,258.4,25,9,149.5,-43,78,5,0,7,70,7,0,0,0,90,73,0,100,6,7,6.8,0
2017,Toronto Rush,Huynh,2,7,118,131.6,25,-2,93,-42,78,8,0,1,69,5,0,0,0,93,64,3,96,1,0,0,0
2017,Toronto Rush,Iain M,25,10,172,264,17,-1,155,-55,75,6,0,9,68,3,0,0,0,96,65,2,97,15,11,6.2,0
2017,Toronto Rush,Isaiah,27,9,220,278.2,178,84,42,2,227,15,0,30,212,16,0,0,0,92,209,7,97,5,5,4.5,1
2017,Toronto Rush,Jones,6,7,117,133.6,19.5,-2,97.5,-37,80,1,0,5,79,2,0,0,0,97,60,2,97,4,5,6.1,0
2017,Toronto Rush,Kirk,5,1,20,24.6,8,8,12,-3,14,3,0,2,11,0,0,0,0,100,14,0,100,0,0,0,0
2017,Toronto Rush,Linq,34,11,224,259.1,169,81,55,-2,205,19,0,24,184,12,0,0,0,93,188,0,100,3,2,8.7,0
2017,Toronto Rush,Lloyd,20,3,78,64.3,12,4,66,-15,56,7,0,7,49,0,0,0,0,100,46,0,100,6,12,6.1,2
2017,Toronto Rush,Martin,39,9,183,192,42,13,141,-36,92,16,0,19,76,8,0,0,0,89,89,0,100,12,36,6.2,2
2017,Toronto Rush,McKnight,9,11,252,301.4,222,105,30,11,453,7,0,16,447,14,0,0,0,97,381,2,99,2,5,6.5,1
2017,Toronto Rush,Meron,0,11,181.5,247.1,36,10,145.5,-52,196,8,0,11,187,23,0,0,0,88,108,1,99,5,138,6,14
2017,Toronto Rush,Mike M,23,9,153.5,179.6,31.5,8,122,-41,63,14,0,5,48,7,1,0,0,83,58,1,98,13,0,0,0
2017,Toronto Rush,Norden,3,3,58,82.1,11,8,47,-14,65,0,0,10,64,7,1,0,0,88,41,0,100,1,4,4.3,0
2017,Toronto Rush,Ojo,9,6,59.5,92,8,-2,51.5,-1,20,5,0,4,14,2,0,0,0,86,19,0,100,2,0,0,0
2017,Toronto Rush,Powell,5,3,58.5,101.2,10,2,48.5,-13,30,1,0,4,28,1,0,0,0,96,29,0,100,1,0,0,0
2017,Toronto Rush,Raina,0,1,1,0.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Toronto Rush,Tan,18,10,189.5,220.3,42,9,147.5,-52,73,8,0,2,64,5,0,0,0,92,67,2,97,15,0,0,0
2017,Toronto Rush,Tatulea,2,7,93,158.8,25,2,68,-21,57,4,0,2,52,7,0,0,0,87,47,1,98,4,0,0,0
2017,Toronto Rush,Woo,13,6,67,57.6,41,20,26,-8,27,11,0,2,16,0,0,0,0,100,26,1,96,1,0,0,0
2017,Toronto Rush,Wu,10,2,38,31.7,35,25,3,3,30,6,0,4,24,1,0,0,0,96,30,0,100,1,0,0,0
2017,Toronto Rush,Yearwood,16,9,172,220.9,138,64,34,3,198,10,0,19,188,12,0,0,0,94,169,3,98,2,0,0,0
2017,Toronto Rush,Yu,0,2,25,17.2,0,0,25,-15,1,0,0,0,1,0,0,0,0,100,1,0,100,0,0,0,0
2017,Toronto Rush,Zlatic,22,10,159,233.6,16,1,143,-43,60,7,0,6,53,3,0,0,0,94,57,0,100,12,1,1,0
2017,Toronto Rush,AVERAGE,13.5,6.5,118.8,,55.8,23.5,63,-16.3,97.4,8.4,0,8.4,88.7,6.1,0.1,0,0,90.4,81.1,1.3,94,4.3,8.3,,0.7
2017,Toronto Rush,TOTAL,,,,,,,,,3310,285,0,285,3016,207,5,0,0,,2759,45,,147,282,,23
2017,Vancouver Riptide,Alistair,-2,12,191.5,227.6,109.5,13,82,-48,109,2,0,3,106,8,0,0,0,92,95,2,98,3,0,0,0
2017,Vancouver Riptide,Anonymous,1,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,100,2,0,100,1,1,1.8,0
2017,Vancouver Riptide,Ari,3,11,183.5,254.2,94.5,9,89,-47,149,3,0,6,146,7,0,0,0,95,86,3,97,4,0,0,0
2017,Vancouver Riptide,Brayden,10,12,201,289.2,84.5,9,116.5,-63,92,14,0,5,78,9,0,0,0,88,91,3,97,3,1,3.7,0
2017,Vancouver Riptide,Brendo,30,7,140.5,193.3,95,31,45.5,-17,115,19,0,15,96,7,0,0,0,93,112,2,98,5,0,0,0
2017,Vancouver Riptide,Brett,0,1,16,16.7,15,-3,1,-1,13,0,0,2,13,2,0,0,0,85,12,1,92,1,0,0,0
2017,Vancouver Riptide,Church,14,8,145,219.7,92,18,53,-29,81,20,0,2,60,6,1,0,0,88,81,12,87,11,0,0,0
2017,Vancouver Riptide,Darren,0,1,12,18.6,7,1,5,0,7,0,0,0,7,1,0,0,0,86,7,0,100,1,0,0,0
2017,Vancouver Riptide,Davis,15,10,203,260.3,94,19,109,-58,71,11,0,0,60,9,0,0,0,85,63,1,98,14,0,0,0
2017,Vancouver Riptide,Fred,10,10,218,310.4,102,8,116,-63,138,10,0,7,124,17,0,0,0,86,122,5,96,15,65,5.9,6
2017,Vancouver Riptide,Gagey,4,3,55.5,81.2,34.5,11,21,-14,56,3,0,5,53,5,0,0,0,91,51,1,98,2,3,6.4,0
2017,Vancouver Riptide,Guo,12,10,139.5,193.7,95.5,21,44,-27,97,12,0,7,85,8,0,0,0,91,95,1,99,2,0,0,0
2017,Vancouver Riptide,Joel,-11,9,158,192.5,92,14,66,-41,222,2,0,8,219,23,1,0,0,89,171,1,99,4,6,5.5,2
2017,Vancouver Riptide,Jordan D,13,6,66.5,73.7,43.5,14,23,-8,47,13,0,3,34,4,0,0,0,88,45,2,96,3,0,0,0
2017,Vancouver Riptide,KChan,7,8,98,121,49,18,49,-17,23,7,0,1,16,2,0,0,0,88,22,1,96,2,0,0,0
2017,Vancouver Riptide,KGreer,16,10,187,275.9,102,11,85,-39,103,14,0,11,89,11,0,0,0,88,99,2,98,4,0,0,0
2017,Vancouver Riptide,KLore,4,10,158,227.3,120.5,30,37.5,-18,201,1,0,15,198,12,0,0,0,94,120,3,98,3,1,5.6,0
2017,Vancouver Riptide,Levi,2,6,75.5,99,36.5,3,39,-22,22,4,0,0,18,0,0,0,0,100,22,3,88,1,0,0,0
2017,Vancouver Riptide,Moore,3,9,139.5,186.8,76,5,63.5,-38,65,9,0,3,56,10,0,0,0,82,61,5,92,6,7,7.2,0
2017,Vancouver Riptide,Morgan,24,9,216.5,303.9,101.5,27,115,-61,165,13,0,12,151,14,0,0,0,91,157,1,99,14,54,6.6,6
2017,Vancouver Riptide,Nima,4,5,67,90.6,33,8,34,-26,21,3,0,1,18,2,0,0,0,89,18,0,100,2,0,0,0
2017,Vancouver Riptide,Peter G,18,8,124.5,156.6,67.5,23,57,-24,49,12,0,5,37,3,0,0,0,92,48,2,96,6,1,5.4,0
2017,Vancouver Riptide,Petey,26,9,201,283.3,107,14,94,-52,263,6,0,29,257,17,0,0,0,93,207,1,100,9,0,0,0
2017,Vancouver Riptide,Rumi,3,3,48,85.9,31,3,17,-10,44,3,0,2,41,5,0,0,0,88,35,1,97,4,7,6.9,0
2017,Vancouver Riptide,Sam,3,3,43,53,22,10,21,-12,45,0,0,3,45,1,0,0,0,98,31,0,100,1,2,6.7,0
2017,Vancouver Riptide,Samson,5,7,98.5,125.5,69,21,29.5,-26,118,4,0,5,114,7,0,0,0,94,85,0,100,3,0,0,0
2017,Vancouver Riptide,Ted Chu,4,7,116,138.3,63,5,53,-36,55,8,0,3,47,5,0,0,0,89,54,5,92,3,0,0,0
2017,Vancouver Riptide,Tim,21,6,143,217.6,83,31,60,-32,191,10,0,26,179,23,0,0,0,87,157,1,99,9,42,6.2,2
2017,Vancouver Riptide,Toly,6,5,120.5,175.6,68.5,14,52,-22,179,2,0,11,178,9,0,0,0,95,124,2,98,4,2,6.1,0
2017,Vancouver Riptide,Trevor,4,10,199,258.2,109.5,18,89.5,-42,283,5,0,17,277,25,0,0,0,91,204,1,100,8,6,5.9,0
2017,Vancouver Riptide,Ty B,28,12,206,266.4,141,39,65,-30,118,30,0,8,89,11,0,0,0,88,113,10,92,11,6,6.4,0
2017,Vancouver Riptide,Will Vu,4,11,223,310.8,117.5,23,105.5,-45,330,5,0,31,326,39,0,0,0,88,262,2,99,9,45,5.9,6
2017,Vancouver Riptide,Yi-Min,6,13,196.5,246,101.5,15,95,-61,88,6,0,5,81,7,0,0,0,91,70,2,97,4,2,6.4,0
2017,Vancouver Riptide,AVERAGE,8.7,7.6,133,,74.5,14.6,58.6,-31.2,107.9,7.6,0,7.6,100.3,9.4,0.1,0,0,90.4,88.5,2.3,96.8,5.2,7.6,,0.7
2017,Vancouver Riptide,TOTAL,,,,,,,,,3562,251,0,251,3309,309,2,0,0,,2922,76,,172,251,,22
